post_id,post_url,id,author,jobTitle,content,created_date,Joined,Messages,Likes Received,Reading List
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047281,IceLight303,Well-Known Member,"Just watched the purge. I have to interest in murdering or assaulting anyone. I would be interested in stealing a new A/C unit, some solar panels and getting rid of my debt.   Others said art supplies and game stuff.  What crimes would you commit? Or would you stay inside?","Jul 26, 2022 at 7:13 AM","Feb 26, 2018","1,539","1,643",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047290,Esha07,[ GREEN TEA MAKER ],I won't get arrested right?,"Jul 26, 2022 at 7:22 AM","May 3, 2022",966,"3,573",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047306,Zeusomega,M.D of Olympus Pvt Ltd. Seeking [Boltzmann brain],"Release a much more resilient SARS covid strain...  And a smallpox on the side as well.    Then start killing every doctors, destroy hospitals and any medical supplies. Making sure to keep an eye on vaccine research and destroy all the R&D centers.         All for the world peace.","Jul 26, 2022 at 7:29 AM","Apr 17, 2018","2,408","2,651",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047307,BigBadBoi,Well-Known Member,Make a roblox account without my parent's permisson,"Jul 26, 2022 at 7:29 AM","Apr 11, 2018","2,004","3,317",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047324,Frozen ink,Legally had harem『Cathulu』Power of Love & Evil』,die,"Jul 26, 2022 at 7:31 AM","Jan 24, 2016","4,776","14,461",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047360,Zeusomega,M.D of Olympus Pvt Ltd. Seeking [Boltzmann brain],BigBadBoi said: 				 					↑  Make a roblox account without my parent's permissonClick to expand...,"Jul 26, 2022 at 7:41 AM","Apr 17, 2018","2,408","2,651",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047440,IceLight303,Well-Known Member,"Zeusomega said: 				 					↑  Release a much more resilient SARS covid strain...  And a smallpox on the side as well.   Then start killing every doctors, destroy hospitals and any medical supplies. Making sure to keep an eye on vaccine research and destroy all the R&D centers.        All for the world peace.Click to expand...  So your going to play plague inc but in real life? Seems like a lot to do in 1 night.     Esha07 said: 				 					↑  I won't get arrested right? Click to expand...  Of course not...     BigBadBoi said: 				 					↑  Make a roblox account without my parent's permissonClick to expand...   That's intense","Jul 26, 2022 at 8:12 AM","Feb 26, 2018","1,539","1,643",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7047849,IamJustthisweirdreader,[hope you drop your phone in the toilet],I would burn my school and everyone's marksheet ^^     BigBadBoi said: 				 					↑  Make a roblox account without my parent's permissonClick to expand...  Now that's an evil masterplan,"Jul 26, 2022 at 12:49 PM","Jun 20, 2021",352,875,Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7048238,LazyWalnut,Well-Known Member,Rob banks and steal books,"Jul 26, 2022 at 4:38 PM","Apr 23, 2021",363,253,Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7048806,IceLight303,Well-Known Member,"IamJustthisweirdreader said: 				 					↑  I would burn my school and everyone's marksheet ^^   Now that's an evil masterplanClick to expand...  This makes me smile more then it should...     LazyWalnut said: 				 					↑  Rob banks and steal booksClick to expand...  That's all you need in life, especially the books.","Jul 27, 2022 at 6:30 AM","Feb 26, 2018","1,539","1,643",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7048809,Avgust,"—If you need me, I'm here—",I'd hide. Being able to kill others means they could kill me too. I'm not confident enough to not die.,"Jul 27, 2022 at 6:34 AM","May 29, 2022",658,"3,462",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7058230,shoyomu,Member,"IceLight303 said: 				 					↑  Just watched the purge. I have to interest in murdering or assaulting anyone. I would be interested in stealing a new A/C unit, some solar panels and getting rid of my debt.  Others said art supplies and game stuff. What crimes would you commit? Or would you stay inside?Click to expand...  sleep","Aug 4, 2022 at 2:19 AM","Jul 31, 2022",7,6,Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7058237,sakyuya,【Villain】【The Hermit】【23:11】,"Protect the bigshot and make connections with them.  Then, they will provide my slacker life for a lifetime!","Aug 4, 2022 at 2:27 AM","Jan 31, 2017",582,435,Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7058246,Lemonlyn,♥[ Incubus ] Onee-san Seducer♥,I would go and put on a cute maid dress to have fun. go out and ransack the nearest weapons store /storage and swing around a katana,"Aug 4, 2022 at 2:44 AM","May 8, 2022",285,674,Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059118,Mnotia,The Trash Man,Heres the thing; why murder someone.  you coudl literally just put yourself on the best insurance plan and make it so you dont have to pay or just straight up rob a bank.  Literally set yourself up so that your still good after the purge happens.,"Aug 4, 2022 at 2:14 PM","Apr 12, 2017","1,626","1,268",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059153,asriu,fu~ fu~ fu~,nothing~ just chilling~ most people will do that cuz why bother with killing and stuff if it only how long again? 12 to 24 hours? make it a week then yeah that chaos will be something~ tbh quite stupid idea,"Aug 4, 2022 at 2:53 PM","Jan 9, 2016","17,956","17,511",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059311,IceLight303,Well-Known Member,"shoyomu said: 				 					↑  sleepClick to expand...  Solid plan     Avgust said: 				 					↑  I'd hide. Being able to kill others means they could kill me too. I'm not confident enough to not die.Click to expand...  This is true. Where would you hide?     sakyuya said: 				 					↑  Protect the bigshot and make connections with them. Then, they will provide my slacker life for a lifetime!Click to expand...  How would you meet the big shots? Just hang around their house waiting for them to be attacked? Might be faster to higher someone to pretend to attack them then save them. Unless they already have security teams...      Lemonlyn said: 				 					↑  I would go and put on a cute maid dress to have fun. go out and ransack the nearest weapons store /storage and swing around a katanaClick to expand...  You even have your outfit picked out. I'm impressed.     Mnotia said: 				 					↑  Heres the thing; why murder someone.  you coudl literally just put yourself on the best insurance plan and make it so you dont have to pay or just straight up rob a bank.  Literally set yourself up so that your still good after the purge happens.Click to expand...  That's what I said. Murdering someone is a waste of time. There are so many useful things you could do with that night.      asriu said: 				 					↑  nothing~ just chilling~ most people will do that cuz why bother with killing and stuff if it only how long again? 12 to 24 hours? make it a week then yeah that chaos will be something~ tbh quite stupid ideaClick to expand...  While watching I thought it was stupid. The time aside I didn't think most people would commit murder. With societal pressure most people wouldn't want to commit any of the big crimes. I feel like people would steal a lot and fights would break out. Kinda like what happened with toilet paper for a while. Though your right most people wouldn't do anything as it's only 12 hours and people have to work before and after it.","Aug 4, 2022 at 3:46 PM","Feb 26, 2018","1,539","1,643",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059335,yun yun yun,(◍•ᴗ•◍) [Important things must be said 3 times],Sleep and forget about homework... What else you do at night ah ?,"Aug 4, 2022 at 3:55 PM","Jan 14, 2018",287,"5,419",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059337,asriu,fu~ fu~ fu~,"IceLight303 said: 				 					↑  Solid plan    This is true. Where would you hide?    How would you meet the big shots? Just hang around their house waiting for them to be attacked? Might be faster to higher someone to pretend to attack them then save them. Unless they already have security teams...    You even have your outfit picked out. I'm impressed.   That's what I said. Murdering someone is a waste of time. There are so many useful things you could do with that night.    While watching I thought it was stupid. The time aside I didn't think most people would commit murder. With societal pressure most people wouldn't want to commit any of the big crimes. I feel like people would steal a lot and fights would break out. Kinda like what happened with toilet paper for a while. Though your right most people wouldn't do anything as it's only 12 hours and people have to work before and after it.Click to expand...  tbh the idea may come from news or story where social order collapse but kinda watering down the cause while exaggerate the effect~ the purge zero kinda try to hmm remedy it? there it show people truly just chilling around then ""the villains"" pop up idea just KILL so other also kill~  despite the flaw it okish series.... just like typical dystopia movie~ it dystopia isn't it? or thing like that~","Aug 4, 2022 at 3:55 PM","Jan 9, 2016","17,956","17,511",Link
post-7047307,https://forum.novelupdates.com/threads/what-would-you-do-during-purge-night.151802/#post-7047307,7059839,IceLight303,Well-Known Member,"yun yun yun said: 				 					↑  Sleep and forget about homework... What else you do at night ah ?Click to expand...  That depends on when the homework is due and what teacher it's for. I've had a lot of teachers who will randomly call on students to answer questions from the homework. It might be in my best interest to do the homework.     asriu said: 				 					↑  tbh the idea may come from news or story where social order collapse but kinda watering down the cause while exaggerate the effect~ the purge zero kinda try to hmm remedy it? there it show people truly just chilling around then ""the villains"" pop up idea just KILL so other also kill~ despite the flaw it okish series.... just like typical dystopia movie~ it dystopia isn't it? or thing like that~Click to expand...  Yeah","Aug 5, 2022 at 2:12 AM","Feb 26, 2018","1,539","1,643",Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811024,Sproutling,We are the Sproutlings,So I got this metaverse thingy on my YouTube home after I searched for VR headset recommendation.  What is this metaverse? Saw a news guy got much money from selling metaverse NFT. What the heck is that?,"Jan 16, 2022 at 2:31 AM","Nov 20, 2015",951,976,Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811030,lnv,✪ Well-Known Hypocrite,Sproutling said: 				 					↑  Saw a news guy got much money from selling metaverse NFT. What the heck is that?Click to expand...  NFT is a scam revolving around trying to put blockchain to art. But it is totally useless. But there are those trying to prop up the scam for quick cash.,"Jan 16, 2022 at 2:44 AM","Jan 24, 2017","7,672","8,969",Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811034,asriu,fu~ fu~ fu~,"dunno about metaverse but the NFT kinda make this cat baffled~ they have too much money for it so maybe the rich just wanna show what they think expensive is really different value to this poor cat~ it feel like new product value based on hmmm hyper assumptions? not first time, maybe if enuf people think it is valuable and persist long enuf it will become really valuable~ like diamonds or crypto currency? the bitcoin stuff, or buying equipment on online game using real money, or burn your money to buy gacha or pay to win or stuff like that~  well this cat have poor imagination cuz well this cat indeed poor cat.... poor me~","Jan 16, 2022 at 2:54 AM","Jan 9, 2016","17,956","17,511",Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811035,Vanidor,Well-Known Member,"Metaverse in the context you searched for was Facebook's VR, they own Oculus and their VR headsets.   Metaverse outside that can mean anything people want it to, it's just a new buzzword for 'futuristic' stuff.","Jan 16, 2022 at 2:55 AM","Nov 5, 2015","1,346","1,533",Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811046,Goblin Sleuth,Well-Known Member,,"Jan 16, 2022 at 3:17 AM","Apr 23, 2016","1,711","2,340",Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811145,Dahna,"(-, – )…zzzZZZ","Metaverse means some ""creative"" people steal your real money from your wallet in a legit way.   This thing involved blockchain and cryptocurrency, so maybe it will become the most massive scam ever.","Jan 16, 2022 at 5:16 AM","Feb 13, 2021",395,307,Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811364,Obserwator,[Gamer of Life] [Naturalist] [Universalist],Please remember when something looks too good to be true and especially if it involves money it's a scam!,"Jan 16, 2022 at 8:31 AM","Jul 19, 2017",445,556,Link
post-6811423,https://forum.novelupdates.com/threads/metaverse.141771/#post-6811423,6811423,Shio,Moderator,"Metaverse simply means AR and VR. The term metaverse become more popular since facebook announced they will focus on their own metaverse. The actual usable metaverse is still far, far away. For most people, metaverse is still limited to roblox or similar game.  As for NTF, as for now it's just a hype. I have no doubt it will go down sooner or later. Considering the actual use of the technology, the system will actually become useful & more common. It's basically a marketplace system after all. Maybe several art will still be sold for high amount of money.  Is it a scam? It is as much scam as the plant or gem stone trend. People are free to make money of it. It's not legally wrong after all. Those who buy ntf right now are also after more stuff than the actuall picture on sale anyway (clout, special access to party/community).","Jan 16, 2022 at 10:03 AM","Oct 21, 2015","6,021","12,247",Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6637795,gyan7,Well-Known Member,"Depends on what type of games you enjoy and your PC specs. Lot of hardcore games require more high end graphics cards and processors.   But for newbies, you can try a bit of everything. Look up some popular MMO, RTS, FPS, MOBA games and then take a look at a bit of everything.","Aug 29, 2021 at 3:32 AM","Aug 25, 2021",163,98,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6639091,Wing0,Well-Known Member,"I last played Albion Online, an MMORPG that can be run on all the major PC & mobile platforms Genshin Impact is also a good MMORPG, if you game on Windows PC & Android device Star Conflict is a space MMORPG, kind of like EVE online, but free Left for Dead 2 is a good co-op FPS Cities in Motion 2 is a good city building game, if you haven't played it yet. Tropico series games (4,5,6, etc.) is a good Single player strategy game Villagers is a good Single player strategy game If you like, tactical strategy, XCOM 2 & Anamaly 2 could be good  Kerbal space program if you fancied launching rockets or landing on planets  ...don't know much about Windows-only games.","Aug 29, 2021 at 11:13 PM","Oct 23, 2015",178,52,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6641997,userunfriendly,A Wild Userunfriendly Appears!,"Nicole_342 said: 				 					↑  I recently took liking for games.please recommend some free games to download at pc for freeClick to expand...  https://www.gog.com/game/syndicate  Syndicate, syndicate wars are free.  Dungeon Keeper is less than $2.  GOG will set you up with older titles that still rock.     AmyzingAmy said: 				 					↑  Genshin Impact (cool animated characters, good storyline, fun things to do, co-op). Valorant (shooting game, co-op). Minecraft (build stuff). Roblox (play random games and simulators).Click to expand...  G impact is evil.  There are too many stories of Nuffians who stop reading translations.","Sep 1, 2021 at 12:05 AM","Oct 23, 2017","11,534","9,747",Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6642786,gangbuntu,Well-Known Member,"syndicate was nice; but i couldn't finish it.  completed xcom once. most of my troops were dead either by enemies or friendly fire. the last surviving member went berserk and some stray shots managed to kill the brain.  despite one being real time and the other turn-based i think the common thread is research trees and the fact that following the wrong tree(s) led to ""the end"".  ======  now for my list:  (steam) Kingdom: Classic is quite nice. you build your campfire gradually into a fort during the day,  to survive and keep your crown from nightly raids you might burnt a few hours to understand the mechanic then many hours of enjoyment then think to yourself ""why do i even play this unwinnable game?""  (steam) Heroine's Quest: The Herald of Ragnarok point-n-click adventure / rpg - i'd say this is a ""quest for glory 4"" clone; a great one at that. it has replayability value because you'll need different approaches to clear the quests as a warrior / wizard / thief. can you clear the game with a minimum point as a despicable thief?  (steam) Sprout - an hour (or less) entertainment?  (steam)(gog) Sunrider: Mask of Arcadius visual novel / tactical rpg -- like super robot wars there is one? mature scene - so it might not be safe to play everywhere but really, play this if you enjoy srw - not for the story / story++  (steam) Age of Fear: The Free World Battle for Wesnoth tactical rpg like ogre battle tougher than ogre battle. the rng sucks, might miss 3x in a row with over 60% hit chance  (steam) Endless Sky be a merchant or a pirate or mercenary / courier the choice is yours there are main plot lines, but we can still play the game once we clear them -- or we can simply ignore them. on later stage we'd encounter some aliens whose techs we can buy / steal  (steam) Villagers and Heroes - mmorpg without pvp wrote about it somewhere, but can't remember which thread been playing for over a year - without ever dropping a cent in the game -- so it's not a p2w game","Sep 1, 2021 at 4:19 PM","Jul 9, 2016",250,197,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6644077,userunfriendly,A Wild Userunfriendly Appears!,"gangbuntu said: 				 					↑  syndicate was nice; but i couldn't finish it.  completed xcom once. most of my troops were dead either by enemies or friendly fire. the last surviving member went berserk and some stray shots managed to kill the brain.  despite one being real time and the other turn-based i think the common thread is research trees and the fact that following the wrong tree(s) led to ""the end"".  ======  now for my list:  (steam) Kingdom: Classic is quite nice. you build your campfire gradually into a fort during the day,  to survive and keep your crown from nightly raids you might burnt a few hours to understand the mechanic then many hours of enjoyment then think to yourself ""why do i even play this unwinnable game?""  (steam) Heroine's Quest: The Herald of Ragnarok point-n-click adventure / rpg - i'd say this is a ""quest for glory 4"" clone; a great one at that. it has replayability value because you'll need different approaches to clear the quests as a warrior / wizard / thief. can you clear the game with a minimum point as a despicable thief?  (steam) Sprout - an hour (or less) entertainment?  (steam)(gog) Sunrider: Mask of Arcadius visual novel / tactical rpg -- like super robot wars there is one? mature scene - so it might not be safe to play everywhere but really, play this if you enjoy srw - not for the story / story++  (steam) Age of Fear: The Free World tactical rpg like ogre battle tougher than ogre battle. the rng sucks, might miss 3x in a row with over 60% hit chance  (steam) Endless Sky be a merchant or a pirate or mercenary / courier the choice is yours there are main plot lines, but we can still play the game once we clear them -- or we can simply ignore them. on later stage we'd encounter some aliens whose techs we can buy / steal  (steam) Villagers and Heroes - mmorpg without pvp wrote about it somewhere, but can't remember which thread been playing for over a year - without ever dropping a cent in the game -- so it's not a p2w gameClick to expand...  ‘Xcom is indeed unforgiving.","Sep 2, 2021 at 7:27 PM","Oct 23, 2017","11,534","9,747",Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6646366,t1774ny,Active Member,"Shooter: Destiny 2, Apex Legends, Dungeon Crawler: Path of Exile RPG: Genshin Impact MMORPG: Guild Wars 2, Star Wars: The Old Republic, WAKFU MOBA: Heros of the Storm (think League of Legends but less toxic and with different types of objectives other than taking down towers).  If you do want to spend money on games always check this site for the best prices (at the best times and places).","Sep 4, 2021 at 2:45 PM","Aug 18, 2020",12,7,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6671823,baka8roukanako,Justice for Qi Rong,Naruto Online,"Sep 22, 2021 at 8:21 AM","Nov 21, 2018",676,627,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6672304,SussyBaka,New Member,I recommend valorant  cause its a very good game people play this game to lose their sanity slowly and get their mind fucked,"Sep 22, 2021 at 3:08 PM","Sep 22, 2021",6,1,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6673378,jungsikkie,Member,"I would recommend Soulworker. It's a Korean MMORPG with an interesting story and multiple characters you can choose from. It's available on Steam. It can be a little grindy and the servers are a bit ehh, but it's pretty fun.  No idea why this sounds so much like an ad-","Sep 23, 2021 at 12:39 PM","Jul 1, 2021",4,6,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6678851,Alixiron,Demon King,"Trick & Treat, Grimm's Hollow, Helltaker, Gravitas, Find Love or Die Trying, Doki Doki Literature Club - All of these are free on steam. If you want to buy something from steam make sure to use a resource like steamdb so that you can confirm you are getting a good bargain. If there's no discount at the moment, just wishlist the games and steam will send you an email when there's a discount. Also be sure to browse the store during the yearly sales as you can even get entire franchises for really cheap.  Make sure to claim the free games on Epic every week. Some of the offered games were really good for example I've got Gta V, Control, Borderlands 2, HITMAN from there all though most aren't all that good but still you didn't have to pay even a penny for it after all.","Sep 27, 2021 at 4:52 PM","Nov 4, 2016",466,219,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6679138,Alixiron,Demon King,Oh and there's a steam giveaway going on by @unlucky in the forum currently. There aren't many games left so pick one you like if you haven't already.  Also fyi Syberia I and II are free to claim on steam up to the 29th.,"Sep 27, 2021 at 8:37 PM","Nov 4, 2016",466,219,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6699448,potato413,Active Member,"Nicole_342 said: 				 					↑  I recently took liking for games.please recommend some free games to download at pc for freeClick to expand...  https://bluemaxima.org/flashpoint/downloads/  Get Flashpoint Infinity the 715 MB download. You can play all the great classic free flash games. They used to be on the flash game sites like armorgames and kongregate but the browsers don't support flash anymore and wont let you play.  Sonny 1,2 Elona Shooter Mardek 1,2,3 Gemcraft Arkandian Legends 1,2,3 Castaway 1,2 Legend of the Void 1,2 Hand of war 1,2,3 Strategy Defense 1,2 Epic War 1,2,3,4,5 Pokemon Tower Defense 1,2,3 Prince of War 1,2 Stick War 1,2 Crystal Story 1,2 The enchanted cave 1, 2 Civilization wars 1,2,3,4 Epic battle fantasy 1,2,3,4,5 Sea of fire 1,2 Via sol 2 stick rpg 1,2 feudalism 1,2,3 arcuz 1,2 monsters den, monsters den book of dread motherload solarmax 1,2 telepath rpg 1,2 dont escape 1,2,3 deep sleep 1,2,3 amorphous, amorphous+ storm the house 1,2,3 upgrade complete 1,2,3 cursed treasure 1,2 bowmaster, bowmaster prelude, bowmaster winter storm Bloons td 1,2,3,4,5 warlords 1,2,3 shopping cart hero 1,2,3 learn to fly 1,2,3 gravitee 1,2 sinjid shadow of the warrior you only live once bleach training 1,2 the company of myself 1,2 pirateers 1,2 my pet protector 1,2,3 age of war 1,2 earn to die 1,2,3 the last stand 1,2,3 book of mages chaotic period, book of mages the dark times starwish Murloc rpg 1,2  Theres more but I can't remember.  I don't think playing free mmorpg and multiplayer games are a good idea since they are skinner box simulators designed to keep you addicted. It's like reading a 5000+ chapter trashy cultivation novel that you just want it to end already but it still hasn't and you can't quit because of sunk cost/sunk time fallacy.","Oct 12, 2021 at 3:46 PM","Oct 7, 2021",143,85,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6723898,SussyBaka,New Member,"AmyzingAmy said: 				 					↑  Genshin Impact (cool animated characters, good storyline, fun things to do, co-op). Valorant (shooting game, co-op). Minecraft (build stuff). Roblox (play random games and simulators).Click to expand...  Same I like it too, its story line is good and art work graphics all are good!","Oct 30, 2021 at 5:00 PM","Sep 22, 2021",6,1,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6724312,armad224,Well-Known Member,skyforge,"Oct 30, 2021 at 10:38 PM","Mar 17, 2019",456,256,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6724676,phobos,Well-Known Member,skyforge thats so 2015  i guess they ruined the games at least twice since then   then again its no suprise if you look at whos made it  allords team gloriously ran allords to the ground too  and my.com probalby ran every game they got in their hands into the ground    while any criticism (even constructive ones) would be deleted accompanied by bans for it  - russians know how to build a strong community ...,"Oct 31, 2021 at 6:58 AM","Apr 11, 2020",372,164,Link
post-6723898,https://forum.novelupdates.com/threads/can-you-recommend-some-games-to-download-in-pc-for-free.131600/page-2#post-6723898,6724680,Ddraig,Frostfire Dragon|Retired lurker|FFF|Loved by RNG,team fortress 2,"Oct 31, 2021 at 7:08 AM","Apr 6, 2016","7,800","22,200",Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701261,Chrono Vlad,『Banned From Drinking』,"https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex.","Oct 14, 2021 at 4:51 AM","May 24, 2017","2,502","4,704",Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701266,Deleted member 369806,Guest,"Also, it raises the question of who is complaining about kissing and hand holding in Roblox, a question that probably doesn't have a good answer.Click to expand...  I don't know why I find this funny XD","Oct 14, 2021 at 5:00 AM",,,,Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701268,Shizukani,Hero Sparrow ⸜₍๑•⌔•๑ ₎⸝ ⚓『Southern Bird』∠( ᐛ 」∠)＿,As they should!,"Oct 14, 2021 at 5:03 AM","Dec 8, 2016","1,383","14,729",Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701281,Ahhhhhhhhhhhh,[you look like a mighty fine meal],"Chrono Vlad said: 				 					↑  https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex. Click to expand...  *holds hand* oh no, what would happen to us?!","Oct 14, 2021 at 5:14 AM","Feb 9, 2021",653,852,Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701282,Bobwillrule,Supreme Ruler of Bobylon,WAIT but what about adopt me? That game is ruined.,"Oct 14, 2021 at 5:16 AM","Nov 16, 2020",161,106,Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6701285,Bobasis,Weeeeee,. . Why just why tho.,"Oct 14, 2021 at 5:27 AM","Jan 3, 2021","2,105","14,770",Link
post-6701281,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701281,6703923,Lissi,『Queen of Lissidom』『Holy Chibi』『Western Birdy』『⚓』,Wow...  Extreme banning lol,"Oct 15, 2021 at 2:28 AM","Feb 24, 2021","3,419","21,138",Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701261,Chrono Vlad,『Banned From Drinking』,"https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex.","Oct 14, 2021 at 4:51 AM","May 24, 2017","2,502","4,704",Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701266,Deleted member 369806,Guest,"Also, it raises the question of who is complaining about kissing and hand holding in Roblox, a question that probably doesn't have a good answer.Click to expand...  I don't know why I find this funny XD","Oct 14, 2021 at 5:00 AM",,,,Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701268,Shizukani,Hero Sparrow ⸜₍๑•⌔•๑ ₎⸝ ⚓『Southern Bird』∠( ᐛ 」∠)＿,As they should!,"Oct 14, 2021 at 5:03 AM","Dec 8, 2016","1,383","14,729",Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701281,Ahhhhhhhhhhhh,[you look like a mighty fine meal],"Chrono Vlad said: 				 					↑  https://gamerant.com/roblox-bans-romantic-gestures-holding-hands-kissing/  It's official, Hand Holding are lewder than sex. Click to expand...  *holds hand* oh no, what would happen to us?!","Oct 14, 2021 at 5:14 AM","Feb 9, 2021",653,852,Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701282,Bobwillrule,Supreme Ruler of Bobylon,WAIT but what about adopt me? That game is ruined.,"Oct 14, 2021 at 5:16 AM","Nov 16, 2020",161,106,Link
post-6701266,https://forum.novelupdates.com/threads/roblox-bans-holding-hands-and-kissing.136900/#post-6701266,6701285,Bobasis,Weeeeee,. . Why just why tho.,"Oct 14, 2021 at 5:27 AM","Jan 3, 2021","2,105","14,770",Link
