,userid,username,followers,tweets,profile_desc,location,verified,entities,search_term
96,1244816209,DynamoSuperX,27372,61254,22 • Gamer • Nintendo • Sony • DC/Marvel • Editor • In need of more hobbies ✨@powerful_imgs✨🍬🎮,"Dallas, TX",False,"{'description': {'mentions': [{'start': 77, 'end': 91, 'username': 'powerful_imgs'}]}}",233532
97,444322836,Maliboux,1924,8484,Proverbs 3:5-6,"Los Angeles, CA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ezARDrnV78', 'expanded_url': 'https://monster.cat/remedy', 'display_url': 'monster.cat/remedy'}]}}",233532
98,4888297839,Twinmill53,282,11902,I follow peeps who are funny and cultured,Why you need that lol,False,,233532
99,1162494706066046977,gamefamstudios,42677,2409,"We Partner, Publish & Produce #Roblox games!
🚗@UDUCommunity
🪖@MilitaryTycoon
⭐@AllStarTowerDef
🦔@SonicSimulator
👶@TwilightDaycare
📈@SiliconDigital_
+ more",Los Angeles,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0r0tpGlODC', 'expanded_url': 'https://bit.ly/GamefamWebsite', 'display_url': 'bit.ly/GamefamWebsite'}]}, 'description': {'hashtags': [{'start': 30, 'end': 37, 'tag': 'Roblox'}], 'mentions': [{'start': 46, 'end': 59, 'username': 'UDUCommunity'}, {'start': 61, 'end': 76, 'username': 'MilitaryTycoon'}, {'start': 78, 'end': 94, 'username': 'AllStarTowerDef'}, {'start': 96, 'end': 111, 'username': 'SonicSimulator'}, {'start': 113, 'end': 129, 'username': 'TwilightDaycare'}, {'start': 131, 'end': 147, 'username': 'SiliconDigital_'}]}}",233532
100,881491856265105408,wydjjr,517,18544,"ⓘ This user is going to be successful.
∆ hmu: @wydjjr for orders.
∆ telegram: jjexxs . you can also msg me at my fb acc.",MOP: GC & LOAD ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Az6Ys7oxzK', 'expanded_url': 'https://www.facebook.com/jessica.arizapa.06', 'display_url': 'facebook.com/jessica.arizap…'}]}, 'description': {'mentions': [{'start': 46, 'end': 53, 'username': 'wydjjr'}]}}",233532
101,1516379698888310788,AAMamun02,0,458,I am a student.,,False,,233532
102,878344556265091072,sneakerheadcoff,67009,239947,"Redefining the world of street-culture in Web3.
Discord: https://t.co/gsn759U2XU 
OpenSea:  https://t.co/n4ENxqkpZD",The Basement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mi6RP9kBkF', 'expanded_url': 'http://sneakercheads.xyz', 'display_url': 'sneakercheads.xyz'}]}, 'description': {'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/gsn759U2XU', 'expanded_url': 'http://discord.gg/sneakerheads', 'display_url': 'discord.gg/sneakerheads'}, {'start': 92, 'end': 115, 'url': 'https://t.co/n4ENxqkpZD', 'expanded_url': 'http://bit.ly/SHOPENSEA', 'display_url': 'bit.ly/SHOPENSEA'}]}}",233532
103,1525214646734831616,RubyMama8,0,1,,,False,,233532
104,1473502589530492932,ROBLOX_GUY1233,32,4,i like to play ROBLOX,INDONESIA,False,,233532
105,1083086395785297922,inknorant,21,1271,A.K.A crypto-adicto 🛸🌕,Venezuela,False,,233532
106,1078765210117328896,mertdumanvr,505,462,Muayyer Metaverseci 🚀🛰️🛸,,False,,233532
107,45750125,StevenZimmerman,64,77,I'm kind of a big deal.,North and South America ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DoZGClwDoJ', 'expanded_url': 'http://stevenzimmerman.com', 'display_url': 'stevenzimmerman.com'}]}}",233532
108,1460197149854031878,Esfandiar61,44,95,,,False,,233532
109,1483116842315046913,minzmarj,15,125,happy,,False,,233532
110,1469738356045189125,Redwitchat,0,3,Futures,,False,,233532
111,1498337811941892096,Patrick96647152,20,29,,,False,,233532
112,1525143300025593856,Vanessa20624901,239,3442,Always learning! #BTC #BNB #UST #ETH #LUNC #SHIB #DOGE #VET #GMT #JASMY #SKL #AMP #TROY #SLP #OOKI #TLM #ROSE #ZIL #FET 💕,,False,"{'description': {'hashtags': [{'start': 17, 'end': 21, 'tag': 'BTC'}, {'start': 22, 'end': 26, 'tag': 'BNB'}, {'start': 27, 'end': 31, 'tag': 'UST'}, {'start': 32, 'end': 36, 'tag': 'ETH'}, {'start': 37, 'end': 42, 'tag': 'LUNC'}, {'start': 43, 'end': 48, 'tag': 'SHIB'}, {'start': 49, 'end': 54, 'tag': 'DOGE'}, {'start': 55, 'end': 59, 'tag': 'VET'}, {'start': 60, 'end': 64, 'tag': 'GMT'}, {'start': 65, 'end': 71, 'tag': 'JASMY'}, {'start': 72, 'end': 76, 'tag': 'SKL'}, {'start': 77, 'end': 81, 'tag': 'AMP'}, {'start': 82, 'end': 87, 'tag': 'TROY'}, {'start': 88, 'end': 92, 'tag': 'SLP'}, {'start': 93, 'end': 98, 'tag': 'OOKI'}, {'start': 99, 'end': 103, 'tag': 'TLM'}, {'start': 104, 'end': 109, 'tag': 'ROSE'}, {'start': 110, 'end': 114, 'tag': 'ZIL'}, {'start': 115, 'end': 119, 'tag': 'FET'}]}}",233532
113,1521252918338678784,alhh45544333,142,4706,,,False,,233532
114,1502763195374653589,SullivanParty,8,14,,,False,,233532
115,1261184039005765636,John45379055,11,5,😎😎😎😎,Chennai,False,,233532
116,1256639129540067335,ElharIsmail,15,124,insta:ismail_qlf_,,False,,233532
117,2314381309,mohsofyan16,24,95,,jember,False,,233532
118,1371771912448217096,godlychoso,2168,2294,eunoia,,False,,233532
119,1508996651486117889,_alleesee,565,2685,"cw one piece— water 7 arc || i don't mind your age, pls don't be weird || ic @hisuikero",+63 | 16 | pans | sel fb,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0t067vLzYn', 'expanded_url': 'http://sayout.me/say/alleesee', 'display_url': 'sayout.me/say/alleesee'}]}, 'description': {'mentions': [{'start': 77, 'end': 87, 'username': 'hisuikero'}]}}",233532
120,1532565970170130432,ddonutsrule1617,3,20,I do art and music. Commissions are open!!,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wq4GDoaK1F', 'expanded_url': 'https://donutsrule1617.carrd.co/', 'display_url': 'donutsrule1617.carrd.co'}]}}",233532
121,2290158121,coffvshop,7179,1738,"✦ music artist 
✦ music composer for #royalehigh 
✦ @twitch partner 
✦ @discord partner 
✦ @akrewhq partner
✦ @mrscoffv ☕️💕",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DCYvdkjMZd', 'expanded_url': 'http://twitch.tv/coffv', 'display_url': 'twitch.tv/coffv'}]}, 'description': {'hashtags': [{'start': 37, 'end': 48, 'tag': 'royalehigh'}], 'mentions': [{'start': 52, 'end': 59, 'username': 'twitch'}, {'start': 71, 'end': 79, 'username': 'discord'}, {'start': 91, 'end': 99, 'username': 'akrewhq'}, {'start': 110, 'end': 119, 'username': 'mrscoffv'}]}}",233532
122,1494158594304094210,vale_osf,20,188,amo el power azul 🫶🏻,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OWB5TqknLK', 'expanded_url': 'http://instagram.com/vale.osf', 'display_url': 'instagram.com/vale.osf'}]}}",233532
123,1387560896751362049,bigt1mekush,592,18250,im a big time rush stan account. + occasional art | lexi ♡ ⚘,she/they ♡ L 💍 48,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zKmSNxFymI', 'expanded_url': 'https://twitter.com/i/events/1476783559553605637', 'display_url': 'twitter.com/i/events/14767…'}]}}",233532
124,1315150898671218688,schmidtroses,921,17468,“they say…love is like a garden…I’m not exactly sure who they are but i know somebody said it!” | any pronouns,15 ,False,,233532
125,509073377,SnowWolfVTtwt,683,10249,Your local  single Daddy Vtuber :3 Part wolf part human Here to stream with some chill comfy lewd vibes. (I post and share NSFW ) R.I.P. Kay 06/15/22, purgatory.,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RhBxQW3Wer', 'expanded_url': 'https://linktr.ee/SnowWolfVT', 'display_url': 'linktr.ee/SnowWolfVT'}]}}",233532
126,1453241949922734094,amber_tiger1,465,2479,wannabe tiger pngtuber or vtuber// 18+ // not very active at weekdays // has school // goal: being a vtuber // #ambertigerfanart // pfp: @SlushieSeastar,hiding in the forest,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/M0dAsW19e2', 'expanded_url': 'https://ambertiger.carrd.co/', 'display_url': 'ambertiger.carrd.co'}]}, 'description': {'hashtags': [{'start': 111, 'end': 128, 'tag': 'ambertigerfanart'}], 'mentions': [{'start': 137, 'end': 152, 'username': 'SlushieSeastar'}]}}",233532
127,1251875033594519552,HamsterUnicorn,2,89,"Hello, I am Hamster Unicorn. Follow me on Roblox: HamsterUnicorn95  Twitter: Hamster Unicorn  and also subscribe to my YouTube channel: Hamster Unicorn.",,False,,233532
128,1533067541199069191,SukardiniK,0,1,Gak Tau :V,,False,,233532
129,1142342070805262337,sixersin1,1572,7905,probably listening to almeda by solange,Stole Kanyes Laptop,False,,233532
130,2906642369,swampfireian141,73,2797,new york trash ™,"New York City, New York, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lKeRYWKQyH', 'expanded_url': 'https://www.fanfiction.net/~anonymousskrub', 'display_url': 'fanfiction.net/~anonymousskrub'}]}}",233532
131,940157282,MarvClowder,1048,153077,"Pounder of Keys, Swimmer of Seas, Enjoyer of ZZZzzzzs.",,False,,233532
132,762291888804225024,Queen3va,509,5723,Producer | Future Fashion Queen | Positive Life Positive Mindset | Every Life is Valued  | HRT 5/25/2020 ❤ | Gamer | Wife to @polkadotqueen22,United States,False,"{'description': {'mentions': [{'start': 125, 'end': 141, 'username': 'polkadotqueen22'}]}}",233532
133,923858401,ErynMYoung,430,12465,Like you care.,Los Angeles,False,,233532
134,2985479932,BNNBreaking,322321,14998,"Founded by @gchahal, @BNNWorld is the world's first globally distributed news network, providing breaking news, data modeling, and research in over 200 markets.",Worldwide,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EJdVmrXmjJ', 'expanded_url': 'https://bnn.network', 'display_url': 'bnn.network'}]}, 'description': {'mentions': [{'start': 11, 'end': 19, 'username': 'gchahal'}, {'start': 21, 'end': 30, 'username': 'BNNWorld'}]}}",233532
135,1408523401753464837,botogax,5,15,kind of a small streamer || i’m pretty swag || follow my twitch https://t.co/ppqmJfxZz7 || also a MINOR,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ppqmJfxZz7', 'expanded_url': 'http://twitch.tv/botogax', 'display_url': 'twitch.tv/botogax'}]}, 'description': {'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/ppqmJfxZz7', 'expanded_url': 'http://twitch.tv/botogax', 'display_url': 'twitch.tv/botogax'}]}}",233532
136,1494103500183117825,takashigore,690,10747,"chau pastillas, hola mitsuya",ella | ic. inuo_x,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Dgq9HyDcos', 'expanded_url': 'http://mitsuyafalopa.carrd.co', 'display_url': 'mitsuyafalopa.carrd.co'}]}}",233532
137,709168790949462016,SuperSconti_,1613,90098,,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/diuxIYlPGe', 'expanded_url': 'http://infonews24.tk', 'display_url': 'infonews24.tk'}]}}",233532
138,1416873547071434753,howtogenerator,20,16018,"this is a bot that sends a randomly generated 'how to' every 30 minutes, I am always adding new stuff to it. main account: @HatDiscord",how to set location on twitter,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/y34EGZ1H5m', 'expanded_url': 'https://forms.gle/asGfTyAMEPguuNHR6', 'display_url': 'forms.gle/asGfTyAMEPguuN…'}]}, 'description': {'mentions': [{'start': 123, 'end': 134, 'username': 'HatDiscord'}]}}",233532
139,1296596866155655169,RobloxIs_,9,6971,,on earth,False,,233532
140,1256039710402764801,misaalvr,761,33253,i love u!,16,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/77xens7Ol4', 'expanded_url': 'http://jk.xn--3-cjn', 'display_url': 'jk.‹3'}]}}",233532
141,1262950135333560322,jungkooklipring,2310,30828,allergic to fruit except for yoongi  @tetemelll @izzyoongi69,♥︎’s roo ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BbmDs9fQLq', 'expanded_url': 'https://gaytuna.carrd.co/', 'display_url': 'gaytuna.carrd.co'}]}, 'description': {'mentions': [{'start': 37, 'end': 47, 'username': 'tetemelll'}, {'start': 48, 'end': 60, 'username': 'izzyoongi69'}]}}",233532
142,1375642890777542666,DDvalin,5076,3809,🇲🇦🇲🇽 🌌 |Moderadora de @elmarianaa| |Me encantan los gatos| | Disfruto la vida cantando |,"Monterrey,Nuevo Leon ",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VebKtdY6pP', 'expanded_url': 'https://www.instagram.com/dvaliiin/', 'display_url': 'instagram.com/dvaliiin/'}]}, 'description': {'mentions': [{'start': 22, 'end': 33, 'username': 'elmarianaa'}]}}",233532
143,1381125421014597632,fathotdog94,27,1018,20 ⭐️ i like cheese,"Ontario, Canada",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g9A8xiMc10', 'expanded_url': 'https://linktr.ee/cramberuty', 'display_url': 'linktr.ee/cramberuty'}]}}",233532
144,739304573483917313,ROSlDIAN,456,5529,BLKROSE,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NbClVfesRI', 'expanded_url': 'https://soundcloud.app.goo.gl/cN7kE7YB7TLSvxC1A', 'display_url': 'soundcloud.app.goo.gl/cN7kE7YB7TLSvx…'}]}}",233532
145,1401912857382440961,FusionPlaysOnYT,1722,14159,YO! ⚡ | ALT: @FusionDontTweet | PRIVATE ACC: @Fusion_Privaited | Gamer 🎮 | • ❤️ Bestie: @Dry_Skullz ❤️ • |,India ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zj2i3sbcxd', 'expanded_url': 'https://youtube.com/channel/UCJZmRIc8wwKRjUM7Zdded5g', 'display_url': 'youtube.com/channel/UCJZmR…'}]}, 'description': {'mentions': [{'start': 13, 'end': 29, 'username': 'FusionDontTweet'}, {'start': 45, 'end': 62, 'username': 'Fusion_Privaited'}, {'start': 88, 'end': 99, 'username': 'Dry_Skullz'}]}}",233532
146,1099491220579966976,my_chappie,9876,50532,"the one and only red bucket man

known to be a unprofessional comedian 

the steelers make me mad

pfp by @flynnscorner

#NFLTwitter",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ne3oML4a1z', 'expanded_url': 'https://www.roblox.com/users/24069687/profile', 'display_url': 'roblox.com/users/24069687…'}]}, 'description': {'hashtags': [{'start': 121, 'end': 132, 'tag': 'NFLTwitter'}], 'mentions': [{'start': 106, 'end': 119, 'username': 'flynnscorner'}]}}",233532
147,1304148414486196225,SkyNinja_RBX,5154,27879,#PakistanZindabad |Name: Umar😎| 19 | Tiny Youtuber |Thankful for all of the support |Pakistani | Obsessed With Cars💖| Part Of #RTC | She Said Yes🥰 l Muslim,"Pakistan, Lahore 🇵🇰",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NOmy0dQVdd', 'expanded_url': 'https://linktr.ee/Sky_RTC', 'display_url': 'linktr.ee/Sky_RTC'}]}, 'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'PakistanZindabad'}, {'start': 126, 'end': 130, 'tag': 'RTC'}]}}",233532
148,1433230641173237760,Purps_Roblox,114,3429,"quandale dingle wiki, add wuandale zinglton XI 🙏 I run the @DailyMovieKnock account. i 💘 Little Bites He / Him NSFW DNI",Little Bites Factory,False,"{'description': {'mentions': [{'start': 59, 'end': 75, 'username': 'DailyMovieKnock'}]}}",233532
149,1247344728804184064,Skepticals_,9,63,youtuber ◉ artist ◉ graphic designer ◉ roblox ◉ coder,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qCSk4Fv9AF', 'expanded_url': 'https://www.youtube.com/channel/UCYXckOiZYr7kuJuI7Goyz4A', 'display_url': 'youtube.com/channel/UCYXck…'}]}}",233532
150,945083509890338816,spongeis6,2151,1048,"😳.
- epic gamer!!!!!!!!!!!!!!!!!!!!!!
- animatiom :)
- 3D AND 2D artist! (1D too at one point but we don't talk about that.)
- ⠯⊻⁪ⵀ⮄⺏⍢",your basement wall :O,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/98MD2UiY33', 'expanded_url': 'https://ko-fi.com/spongeis5', 'display_url': 'ko-fi.com/spongeis5'}]}}",233532
151,1010524647345885187,utenaxanthy,23,30364,🦉🐉•🌸• these bones of mine are creaky•she/her,sa puso mo 🇵🇭,False,,233532
152,1504973341261770754,TheSp3dKid,99,5199,"12, bi, autistic, ADHD, OCD, Depression, PTSD. He/They/It/Bruh/Void/Yeet/Poison/Neon/Skull/Rot/Moon. I make memes. I follow back. I stole your grandma btw.",,False,,233532
153,1344533194289283073,N12KA3SiDxBaB87,13,395,"どうもまきのです
ミラティブでマイクラ配信しています",,False,,233532
154,1532471130388418560,LilJaiteh,3,52,"I'm an upcoming rapper. Yet to release any tracks, but I will keep you all up to date on the future, and the start of my music career 👊🏾",,False,,233532
155,1530644847215910913,calewar1,4,7,•14 •snap: calewarts_c2019 •insta: calewartsc2025,"Harrisonburg, VA",False,,233532
156,15383636,Vans,1278350,59451,The official Vans Twitter.,"California, USA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hZbNWPLx05', 'expanded_url': 'http://www.vans.com', 'display_url': 'vans.com'}]}}",233532
157,1406484043860889605,mcbobu,77,1895,,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZQdFI9EIuJ', 'expanded_url': 'http://dnf.xn--6ii/', 'display_url': 'dnf.⠀'}]}}",233532
158,1509875534515216396,nvemdi,63,1692,,,False,,233532
159,1461694397049757699,ggukiescartt,11,343,"selling on twt & tg, dm to avail .ᐟ | open / looking for resellers | proofs of pinned post |
old : @cartninetyseven | @mcartz | @vantekoocart",open hours : 11am to 11pm,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vqnVTeyKgu', 'expanded_url': 'https://t.me/vanteekookie', 'display_url': 't.me/vanteekookie'}]}, 'description': {'mentions': [{'start': 99, 'end': 115, 'username': 'cartninetyseven'}, {'start': 118, 'end': 125, 'username': 'mcartz'}, {'start': 128, 'end': 141, 'username': 'vantekoocart'}]}}",233532
160,1328413165126897667,dydylmao,16,561,"700 hours on csgo, average roblox enjoyer, roblox animator
(every dreamsexual person looking at my profile, fuck off)",out of universe,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DvKLaF8VOO', 'expanded_url': 'http://dreamsexualvaccines.com', 'display_url': 'dreamsexualvaccines.com'}]}}",233532
161,945054994620850176,MrWarNoob,291,15013,i hate billionaires! i hate billionaires! - occasional funnies - i like cartoons and video games - aroace,he/him,False,,233532
162,1291143870689030144,yummytastemilk,15,1185,"loving mother of three , gay , virgin , raging racist (fuck horse racing)",disappointment. ,False,,233532
163,822959488831488000,CovenRBX,4386,7678,"💻Co-Founder @BloxByteGames
👻Ghost Simulator Dev (formally)
🎓@Roblox Intern 2021
🌹 https://t.co/Eozahts7pO 
💬Coven#0001 is my Discord

art credit:
@Zephirel","Ohio, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5RL1S701vA', 'expanded_url': 'https://www.roblox.com/users/1033453714/profile', 'display_url': 'roblox.com/users/10334537…'}]}, 'description': {'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/Eozahts7pO', 'expanded_url': 'http://youtube.com/c/CovenK', 'display_url': 'youtube.com/c/CovenK'}], 'mentions': [{'start': 12, 'end': 26, 'username': 'BloxByteGames'}, {'start': 60, 'end': 67, 'username': 'Roblox'}, {'start': 146, 'end': 155, 'username': 'Zephirel'}]}}",233532
164,828495957964656642,greenlegocats,102104,15473,"Roblox player since 2012. 1m+ place visits, 150m+ views, many amazing fans.
YT - greenlegocats123
IG - greenlegocats123
Discord - Disabled :(",Canada,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CjFNGcUze5', 'expanded_url': 'http://youtube.com/greenlegocats123', 'display_url': 'youtube.com/greenlegocats1…'}]}}",233532
165,1385792643108466696,2021Rcfc,2162,81799,"Rangers FC News,Transfer News , Rumours Most Read in 24 hours #RangersFC #WATP",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4axWfPrN97', 'expanded_url': 'https://rangersfcnews.org/', 'display_url': 'rangersfcnews.org'}]}, 'description': {'hashtags': [{'start': 62, 'end': 72, 'tag': 'RangersFC'}, {'start': 73, 'end': 78, 'tag': 'WATP'}]}}",233532
166,1411163233696718850,Harisnogaming11,12,152,Hi everyone i like JToH and i like to make a tower,Continent of Fireland 💀💀,False,,233532
167,126139466,ResidentEvil,136342,994,#ResidentEvil: #WelcomeToRaccoonCity is Now on Blu-ray and Digital!,Raccoon City,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QY8P6xmuXF', 'expanded_url': 'https://bit.ly/RE_WTRC', 'display_url': 'bit.ly/RE_WTRC'}]}, 'description': {'hashtags': [{'start': 0, 'end': 13, 'tag': 'ResidentEvil'}, {'start': 15, 'end': 36, 'tag': 'WelcomeToRaccoonCity'}]}}",233532
168,1540941089607122946,julia_8920,0,3,WIE COOL IST DAS BITTE? JETZT ZOCKE ICH FORTNITE UND TRINKE COLA! YIPPEE!!!,in healthy marriage with wife,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PvgXowXhH8', 'expanded_url': 'https://www.youtube.com/watch?v=HoZlip3RJnk', 'display_url': 'youtube.com/watch?v=HoZlip…'}]}}",233532
169,1539832428432625664,WaltsonWeliam,11,3,"I am simple girl, work in study and live usa.",,False,,233532
170,1441916257385607173,MomosBot4000,66072,16126,"Bot que crea memes, momos, shitpost, con imágenes y plantillas.
Creadores: @JECR147 y @missgno_9
Código MOMOSBOT4000 en Epic Games/Fortnite",C mamut,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oNdnyPMbGe', 'expanded_url': 'https://linktr.ee/momosbot4000', 'display_url': 'linktr.ee/momosbot4000'}]}, 'description': {'mentions': [{'start': 75, 'end': 83, 'username': 'JECR147'}, {'start': 86, 'end': 96, 'username': 'missgno_9'}]}}",233730
171,1126906946064457730,ahyuke,7903,155999,eu e alanzoka jogando rocket league,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QpRTweXOuG', 'expanded_url': 'http://calango.xn--6iia/', 'display_url': 'calango.⠀⠀'}]}}",233730
172,1448679519011934209,MikeGamePro,3,211,"Hi I'm Michael I play roblox, fortnite and rec room",Earth,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V5W07HITSg', 'expanded_url': 'https://youtube.com/channel/UCEt9_JK3HcyA7gY84Ret5TQ', 'display_url': 'youtube.com/channel/UCEt9_…'}]}}",233824
173,1524235667516973056,FilipinoMan2022,0,44,Some random user who is also a youtuber (mapper),,False,,233824
174,1477142749841620996,sancRR34,13298,475,"yes i make #rr34
collabs closed
inactive ig
he/him
cant animate lol
go check out @troaitltlt
my shitty deepwoken rr34 server: https://t.co/dybSUc5G87",,False,"{'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/dybSUc5G87', 'expanded_url': 'http://discord.gg/eVPmeP', 'display_url': 'discord.gg/eVPmeP'}], 'hashtags': [{'start': 11, 'end': 16, 'tag': 'rr34'}], 'mentions': [{'start': 81, 'end': 92, 'username': 'troaitltlt'}]}}",233824
175,1410109347913338884,chan_osis,12430,170,"if you can't take something like this just close and get away from this acc and..if you are kid under 18 yearold this zone is not for you go away now
l'm oreo.",,False,,233824
176,1342748768693702656,DniGyu,0,28,GÆ!!!!! 👹👹👹👹👹,,False,,233824
177,1355408088636002306,imcooljayiguess,2,282,,,False,,233824
178,1260561495898894336,DziredRBLX,3873,1231,roblox content creator,FOLLOW ME! 💛,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b0Xr0fxCiS', 'expanded_url': 'http://www.youtube.com/Dzired', 'display_url': 'youtube.com/Dzired'}]}}",233824
179,1370830072593059840,N4buky,115,8279,"He/Them | 17 | Bisexual | Samoyed | BLM | Horror lover and DBD idiot | Ask for socials, I don’t bite! | Pedos and Zoos not welcomed here | priv acc @napoopky",Held hostage by moots,False,"{'description': {'mentions': [{'start': 148, 'end': 157, 'username': 'napoopky'}]}}",233824
180,1465817608939196419,eitetona,638,13653,maldita sea   ei  que rico t mueves,any prns | ar 56 | 17,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/okjsH5dOWX', 'expanded_url': 'http://ivsaski.carrd.co', 'display_url': 'ivsaski.carrd.co'}]}}",233824
181,1540861258601209856,Usiel59621836,0,1,usiel,,False,,233824
182,1347528405605113857,cattpiss,153,25369,you see your super gaming house demolished by a tractor // 1/2 of @braindedsuckle,she/her 🏳️‍⚧️,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/duLlAxzpHM', 'expanded_url': 'https://soundcloud.app.goo.gl/ETkYuJZJDatFsN348', 'display_url': 'soundcloud.app.goo.gl/ETkYuJZJDatFsN…'}]}, 'description': {'mentions': [{'start': 66, 'end': 81, 'username': 'braindedsuckle'}]}}",233824
183,1537801871171133442,NadBlings,0,2,"|Jewelry store🥰|
|Wristwatches and bracelets|⌚
personal page @Luminous_naddy","Lagos, Nigeria",False,"{'description': {'mentions': [{'start': 61, 'end': 76, 'username': 'Luminous_naddy'}]}}",234221
184,1537801412419399681,KelleyA18002103,0,0,,,False,,234221
185,1537802038121316354,nikaaaaa_lovee,0,0,,,False,,234221
186,1039240898,domtnl97,2,0,,"Rhône, Rhône-Alpes",False,,234221
187,1357830977733689344,Jesterkuni,143,1820,"He/Him, 20.   I like memes and horror

""Even in another era, even if you pay in blood, the stones' curse surpasses time...

When are you from?""",somewhere i guess,False,,234221
188,2877924500,vancethot,1238,44517,"user is tricky on steam. gay. multi-fandom. oxenfree, dead by daylight, zero escape, anything horror related!! priv: @vanceth0t",he/him 18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tQqsMr4YBO', 'expanded_url': 'https://store.steampowered.com/app/1195460/Last_Year/', 'display_url': 'store.steampowered.com/app/1195460/La…'}]}, 'description': {'mentions': [{'start': 117, 'end': 127, 'username': 'vanceth0t'}]}}",234221
189,1273680360845373441,StockWowso,206,3529,"Stock holding - Investing - Trading

Sponsored by https://t.co/W92FC2iuqm
Supported by https://t.co/NGZr7E8HEN",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OiP55aCWoY', 'expanded_url': 'https://wowsoapp.com/', 'display_url': 'wowsoapp.com'}]}, 'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/W92FC2iuqm', 'expanded_url': 'http://wowsoapp.com', 'display_url': 'wowsoapp.com'}, {'start': 87, 'end': 110, 'url': 'https://t.co/NGZr7E8HEN', 'expanded_url': 'http://soasterapp.com', 'display_url': 'soasterapp.com'}]}}",234221
190,1103107672734343170,infinisal,59,3485,"26,they/them,Traded in braincells for titties",,False,,234221
