url,id,title,snippet,created_date
https://www.neogaf.com/threads/steam-breaks-its-record-once-more-up-my-half-a-million-28-733-070.1627773/post-265341121,post-265341121,"Steam breaks it's record once more up my half a million (28,733,070)","My youngest is a sixth grader. For Christmas she got to pick between either console and a laptop. She took the laptop without much hesitation. Basically a Minecraft, Roblox and Genshin machine. I told her all those games are available on Xbox and she recoiled with ""but Java mods daaaad"".",2022-01-10T13:33:14+0000
https://www.neogaf.com/threads/what-do-you-think-the-youth-of-today-thinks-of-the-graphics.1629060/post-265482394,post-265482394,What do you think the youth of today thinks of the graphics?,"roblox, minecraft, and pokemon are the most popular games with kids and they all look like ass",2022-01-31T03:23:21+0000
https://www.neogaf.com/threads/microsoft-ceo-xbox-series-x-s-has-outsold-ps5-in-na-for-3-qtrs-in-a-row-sales-tracking-ahead-of-360.1639555/post-266443022,post-266443022,Microsoft CEO: Xbox Series X|S Has Outsold PS5 in NA for 3 Qtrs in a Row. Sales tracking ahead of 360.,"...and frame rates. For me the Series X is the way to go. My kids are not even concerned with stuff like that. They want to play Minecraft, Roblox, Fortnite etc... and don't see frame rates and resolution as any type of issue. Series S would be the console I would buy for them (although having...",2022-08-05T21:53:14+0100
https://www.neogaf.com/threads/roblox-is-down-and-its-developer-has-given-no-indication-why.1622521/post-264933541,post-264933541,Roblox is down and its developer has given no indication why,"Hopefully it dies. Kids need to play actual games, I don’t understand why they play this

Edit. I know theres many games in roblox. Im putting this thread on ignore lol",2021-10-31T01:03:16+0100
https://www.neogaf.com/threads/roblox-community-is-recreating-mass-shootings.1616047/post-264391721,post-264391721,Roblox community is recreating mass shootings,"I swear to God, I would like one time to search for ""Christchurch"" on Roblox and not find a new recreation of the 2019 Christchurch mosque shooting on a game platform aimed at very young children.

now why would you want to search for christchurch on roblox.

you dishonest attention seeking...",2021-08-19T11:29:49+0100
https://www.neogaf.com/threads/breaking-microsoft-to-acquire-activision-blizzard-in-near-70-billion-deal.1627887/post-265393604,post-265393604,Breaking: Microsoft to acquire Activision-Blizzard in near 70$ billion deal,Probably because it’ll just end up competing with Minecraft. Like why spend billions on something you pretty much already have lol.,2022-01-19T02:06:30+0000
https://www.neogaf.com/threads/battlefield-2042%E2%80%99s-steam-player-count-%E2%80%98falls-below-1-000%E2%80%99-for-the-first-time.1634536/post-265982736,post-265982736,"Battlefield 2042’s Steam player count ‘falls below 1,000’ for the first time","Number 23 in the UK.

Not only is it behind the behemoths like Fortnite, Apex, CoD, Minecraft and Roblox but also smaller games like Dead by Daylight, Football Manager, AC Valhalla, Ark, Read Dead 2, Guardians of the Galaxy, F1 2021.

To summarise;",2022-04-11T17:29:20+0100
https://www.neogaf.com/threads/roblox-is-down-and-its-developer-has-given-no-indication-why.1622521/post-264933765,post-264933765,Roblox is down and its developer has given no indication why,Its a game with a funny sound effect,2021-10-31T01:20:01+0000
https://www.neogaf.com/threads/roblox-community-is-recreating-mass-shootings.1616047/post-264392137,post-264392137,Roblox community is recreating mass shootings,"not really, 99.99999% of roblox content is just fine. But as in any platform that enables user generated content, theres going to be a couple of outliars.
In any case, the fix is simple: set a usd 100 to register as creator, similar to what Apples does.",2021-08-19T12:58:51+0100
https://www.neogaf.com/threads/steam-breaks-its-record-once-more-up-my-half-a-million-28-733-070.1627773/post-265346147,post-265346147,"Steam breaks it's record once more up my half a million (28,733,070)","hey... Maybe? Who knows. :messenger_tears_of_joy:

Like yeah I'm sure lots of kids play on PC (I did!) but to say they are the majority... Doubt.",2022-01-11T12:50:01+0000
https://www.neogaf.com/threads/roblox-is-down-and-its-developer-has-given-no-indication-why.1622521/post-264945615,post-264945615,Roblox is down and its developer has given no indication why,You do realize there are hundreds of games  in roblox?,2021-11-02T11:42:28+0000
